Date,Confirmed,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline
2020-03-31,71808,-46,-9,13,-43
2020-03-31,71808,-49,-8,47,-52
2020-03-31,71808,-48,-12,15,-58
2020-03-31,71808,-54,-19,12,-60
2020-03-31,71808,-53,-15,4,-50
2020-03-31,71808,-43,-12,7,-46
2020-03-31,71808,-45,-7,47,-46
2020-03-31,71808,-44,-15,4,-44
2020-04-01,77872,-52,-13,20,-53
2020-04-01,77872,-52,-16,31,-54
2020-04-01,77872,-62,-16,6,-59
2020-04-01,77872,-58,-10,-17,-55
2020-04-01,77872,-39,-5,11,-44
2020-04-01,77872,-54,-12,-13,-58
2020-04-01,77872,-61,-14,-18,-61
2020-04-01,77872,-51,-14,36,-62
2020-04-01,77872,-58,-14,10,-49
2020-04-01,77872,-50,-13,-18,-48
2020-04-01,77872,-48,-9,60,-52
2020-04-01,77872,-47,-14,27,-57
2020-04-01,77872,-55,-21,2,-62
2020-04-01,77872,-51,-12,38,-47
2020-04-01,77872,-40,-13,32,-43
2020-04-01,77872,-50,-14,-16,-51
2020-04-01,77872,-40,-13,39,-38
2020-04-02,84794,-54,-11,6,-54
2020-04-02,84794,-53,-13,20,-55
2020-04-02,84794,-62,-14,-2,-60
2020-04-02,84794,-59,-11,-28,-58
2020-04-02,84794,-39,-4,0,-46
2020-04-02,84794,-54,-11,-12,-58
2020-04-02,84794,-60,-12,-7,-61
2020-04-02,84794,-52,-12,21,-63
2020-04-02,84794,-59,-13,-5,-52
2020-04-02,84794,-48,-10,-7,-47
2020-04-02,84794,-52,-10,8,-55
2020-04-02,84794,-48,-11,20,-59
2020-04-02,84794,-53,-20,25,-62
2020-04-02,84794,-50,-13,34,-48
2020-04-02,84794,-41,-12,12,-46
2020-04-02,84794,-50,-11,1,-51
2020-04-02,84794,-40,-12,30,-41
2020-04-03,91159,-57,-11,-13,-57
2020-04-03,91159,-57,-12,-10,-58
2020-04-03,91159,-67,-13,-25,-63
2020-04-03,91159,-63,-11,-32,-59
2020-04-03,91159,-41,-6,-8,-49
2020-04-03,91159,-57,-10,-4,-59
2020-04-03,91159,-63,-10,-5,-61
2020-04-03,91159,-56,-11,-9,-65
2020-04-03,91159,-62,-13,-1,-53
2020-04-03,91159,-53,-12,-18,-51
2020-04-03,91159,-55,-9,-1,-58
2020-04-03,91159,-52,-11,-9,-62
2020-04-03,91159,-58,-18,-8,-64
2020-04-03,91159,-55,-15,-15,-53
2020-04-03,91159,-45,-12,-7,-50
2020-04-03,91159,-54,-10,3,-52
2020-04-03,91159,-47,-14,-14,-48
2020-04-04,96092,-63,-16,21,-52
2020-04-04,96092,-63,-19,20,-53
2020-04-04,96092,-73,-18,-10,-61
2020-04-04,96092,-65,-10,5,-56
2020-04-04,96092,-47,-6,41,-40
2020-04-04,96092,-65,-12,20,-57
2020-04-04,96092,-68,-12,28,-59
2020-04-04,96092,-60,-16,38,-63
2020-04-04,96092,-61,-16,28,-45
2020-04-04,96092,-63,-14,-4,-45
2020-04-04,96092,-60,-14,64,-50
2020-04-04,96092,-59,-17,24,-58
2020-04-04,96092,-63,-27,27,-63
2020-04-04,96092,-66,-17,17,-51
2020-04-04,96092,-55,-14,17,-50
2020-04-04,96092,-59,-15,6,-45
2020-04-04,96092,-54,-15,19,-38
2020-04-05,100123,-58,-13,61,-47
2020-04-05,100123,-60,-2,69,-46
2020-04-05,100123,-65,-19,21,-60
2020-04-05,100123,-67,-17,33,-54
2020-04-05,100123,-46,-7,70,-35
2020-04-05,100123,-64,-22,111,-59
2020-04-05,100123,-65,-20,80,-56
2020-04-05,100123,-59,-6,96,-62
2020-04-05,100123,-58,-17,89,-37
2020-04-05,100123,-54,-13,23,-44
2020-04-05,100123,-53,-6,107,-44
2020-04-05,100123,-56,-3,71,-53
2020-04-05,100123,-63,-26,54,-60
2020-04-05,100123,-55,-11,63,-43
2020-04-05,100123,-51,-7,47,-46
2020-04-05,100123,-57,-32,37,-39
2020-04-05,100123,-46,5,77,-28
2020-04-06,103374,-43,-6,49,-49
2020-04-06,103374,-42,-8,49,-51
2020-04-06,103374,-56,-8,22,-57
2020-04-06,103374,-50,-5,13,-52
2020-04-06,103374,-24,4,37,-41
2020-04-06,103374,-45,-5,86,-51
2020-04-06,103374,-50,-5,113,-54
2020-04-06,103374,-43,-8,57,-61
2020-04-06,103374,-39,-6,68,-43
2020-04-06,103374,-38,-2,46,-40
2020-04-06,103374,-40,-6,76,-50
2020-04-06,103374,-38,-7,39,-56
2020-04-06,103374,-44,-15,35,-60
2020-04-06,103374,-45,-7,65,-44
2020-04-06,103374,-26,-2,48,-42
2020-04-06,103374,-37,-4,78,-43
2020-04-06,103374,-29,-7,54,-35
2020-04-07,107663,-44,-2,50,-50
2020-04-07,107663,-45,-4,59,-51
2020-04-07,107663,-56,-6,37,-56
2020-04-07,107663,-51,-2,11,-53
2020-04-07,107663,-25,7,46,-40
2020-04-07,107663,-45,-1,53,-54
2020-04-07,107663,-52,2,81,-55
2020-04-07,107663,-44,-2,56,-61
2020-04-07,107663,-41,-3,56,-44
2020-04-07,107663,-38,2,45,-39
2020-04-07,107663,-42,0,81,-51
2020-04-07,107663,-40,-3,49,-56
2020-04-07,107663,-47,-12,33,-60
2020-04-07,107663,-43,-2,82,-43
2020-04-07,107663,-30,-1,47,-43
2020-04-07,107663,-38,1,73,-44
2020-04-07,107663,-31,-3,61,-35
2020-04-08,113296,-42,10,57,-49
2020-04-08,113296,-44,8,52,-52
2020-04-08,113296,-55,7,27,-56
2020-04-08,113296,-50,8,24,-51
2020-04-08,113296,-22,22,54,-38
2020-04-08,113296,-45,10,71,-53
2020-04-08,113296,-52,10,68,-56
2020-04-08,113296,-42,9,60,-61
2020-04-08,113296,-39,10,67,-43
2020-04-08,113296,-37,9,42,-38
2020-04-08,113296,-39,11,102,-50
2020-04-08,113296,-37,10,44,-55
2020-04-08,113296,-46,0,7,-58
2020-04-08,113296,-40,12,73,-42
2020-04-08,113296,-27,10,67,-41
2020-04-08,113296,-38,11,51,-45
2020-04-08,113296,-27,11,67,-33
2020-04-09,118181,-40,14,37,-49
2020-04-09,118181,-41,15,35,-51
2020-04-09,118181,-53,14,8,-57
2020-04-09,118181,-48,14,-1,-53
2020-04-09,118181,-18,23,47,-38
2020-04-09,118181,-41,17,38,-53
2020-04-09,118181,-50,19,41,-56
2020-04-09,118181,-41,10,39,-61
2020-04-09,118181,-37,14,43,-44
2020-04-09,118181,-36,8,28,-38
2020-04-09,118181,-37,13,68,-49
2020-04-09,118181,-36,14,34,-56
2020-04-09,118181,-42,6,27,-59
2020-04-09,118181,-37,11,56,-42
2020-04-09,118181,-24,12,42,-42
2020-04-09,118181,-35,16,38,-45
2020-04-09,118181,-26,12,51,-35
2020-04-10,122171,-80,-92,72,-69
2020-04-10,122171,-81,-92,81,-70
2020-04-10,122171,-82,-93,39,-75
2020-04-10,122171,-82,-91,16,-70
2020-04-10,122171,-80,-92,64,-63
2020-04-10,122171,-83,-92,66,-74
2020-04-10,122171,-84,-91,90,-74
2020-04-10,122171,-80,-92,103,-76
2020-04-10,122171,-82,-93,76,-66
2020-04-10,122171,-82,-92,39,-66
2020-04-10,122171,-78,-91,134,-68
2020-04-10,122171,-79,-92,93,-72
2020-04-10,122171,-82,-93,67,-80
2020-04-10,122171,-81,-92,71,-67
2020-04-10,122171,-80,-93,63,-69
2020-04-10,122171,-82,-93,73,-67
2020-04-10,122171,-80,-93,83,-59
2020-04-11,124908,-56,0,35,-48
2020-04-11,124908,-57,-4,30,-49
2020-04-11,124908,-67,-2,5,-57
2020-04-11,124908,-59,6,10,-51
2020-04-11,124908,-35,19,69,-32
2020-04-11,124908,-60,5,31,-55
2020-04-11,124908,-62,2,45,-56
2020-04-11,124908,-53,-1,54,-62
2020-04-11,124908,-54,2,36,-40
2020-04-11,124908,-55,3,13,-38
2020-04-11,124908,-53,1,77,-46
2020-04-11,124908,-51,1,35,-56
2020-04-11,124908,-56,-10,28,-60
2020-04-11,124908,-58,1,54,-44
2020-04-11,124908,-44,7,39,-46
2020-04-11,124908,-51,6,26,-39
2020-04-11,124908,-44,3,51,-30
