Date,Confirmed,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline
2020-04-09,153222,-94.0,-72.0,-82.0,-89.0
2020-04-09,153222,-91.0,-70.0,-81.0,-82.0
2020-04-09,153222,-89.0,-40.0,-81.0,-85.0
2020-04-10,158273,-96.0,-90.0,-88.0,-92.0
2020-04-10,158273,-96.0,-91.0,-86.0,-92.0
2020-04-10,158273,-96.0,-90.0,-83.0,-91.0
2020-04-10,158273,-97.0,-94.0,-85.0,-85.0
2020-04-10,158273,-95.0,-86.0,-89.0,-92.0
2020-04-10,158273,-96.0,-92.0,-89.0,-90.0
2020-04-10,158273,-97.0,-87.0,-93.0,-91.0
2020-04-10,158273,-96.0,-92.0,-88.0,-91.0
2020-04-10,158273,-96.0,-94.0,-85.0,-92.0
2020-04-10,158273,-96.0,-94.0,-87.0,-93.0
2020-04-10,158273,-96.0,-89.0,-87.0,-91.0
2020-04-10,158273,-97.0,-84.0,-92.0,
2020-04-10,158273,-96.0,-86.0,-92.0,-93.0
2020-04-10,158273,-96.0,-92.0,-81.0,-90.0
2020-04-10,158273,-95.0,-94.0,-83.0,-92.0
2020-04-10,158273,-96.0,-90.0,-89.0,-93.0
2020-04-10,158273,-94.0,-89.0,-90.0,-88.0
2020-04-10,158273,-95.0,-92.0,-86.0,-91.0
2020-04-10,158273,-96.0,-92.0,-88.0,-89.0
2020-04-10,158273,-96.0,-92.0,-89.0,-93.0
2020-04-11,163027,-92.0,-44.0,-85.0,-84.0
2020-04-11,163027,-92.0,-47.0,-83.0,-85.0
2020-04-11,163027,-93.0,-40.0,-82.0,-85.0
2020-04-11,163027,-93.0,-34.0,-84.0,-75.0
2020-04-11,163027,-90.0,-41.0,-86.0,-87.0
2020-04-11,163027,-92.0,-33.0,-88.0,-82.0
2020-04-11,163027,-93.0,-47.0,-91.0,-86.0
2020-04-11,163027,-93.0,-42.0,-89.0,-83.0
2020-04-11,163027,-93.0,-47.0,-85.0,-84.0
2020-04-11,163027,-91.0,-43.0,-84.0,-83.0
2020-04-11,163027,-92.0,-45.0,-86.0,-83.0
2020-04-11,163027,-95.0,-49.0,-87.0,
2020-04-11,163027,-94.0,-45.0,-90.0,-87.0
2020-04-11,163027,-92.0,-48.0,-76.0,-81.0
2020-04-11,163027,-90.0,-38.0,-81.0,-84.0
2020-04-11,163027,-95.0,-41.0,-88.0,-89.0
2020-04-11,163027,-89.0,-48.0,-85.0,
2020-04-11,163027,-93.0,-32.0,-86.0,-87.0
2020-04-11,163027,-90.0,-38.0,-83.0,-75.0
2020-04-11,163027,-92.0,-45.0,-86.0,-86.0
