Date,Confirmed,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline
2020-03-30,101739,-82,-47,-79,-80
2020-03-30,101739,-79,-45,-73,-74
2020-03-30,101739,-80,-49,-80,-82
2020-03-30,101739,-87,-58,-89,-82
2020-03-30,101739,-79,-47,-79,-77
2020-03-30,101739,-79,-48,-70,-72
2020-03-30,101739,-83,-42,-80,-81
2020-03-31,105792,-90,-42,-78,-79
2020-03-31,105792,-91,-43,-79,-81
2020-03-31,105792,-95,-48,-74,-78
2020-03-31,105792,-90,-44,-75,-80
2020-03-31,105792,-91,-46,-61,-76
2020-03-31,105792,-92,-48,-72,-80
2020-03-31,105792,-92,-46,-79,-80
2020-03-31,105792,-90,-37,-77,-76
2020-03-31,105792,-89,-37,-74,-73
2020-03-31,105792,-90,-43,-82,-82
2020-03-31,105792,-89,-45,-77,-76
2020-03-31,105792,-92,-42,-78,-84
2020-03-31,105792,-90,-42,-81,-76
2020-03-31,105792,-89,-46,-72,-73
2020-03-31,105792,-90,-42,-77,-79
2020-03-31,105792,-88,-41,-70,-71
2020-03-31,105792,-91,-46,-74,-78
2020-03-31,105792,-86,-53,-85,-79
2020-03-31,105792,-90,-44,-79,-76
2020-03-31,105792,-91,-43,-70,-71
2020-03-31,105792,-90,-37,-77,-79
2020-04-01,110574,-90,-41,-77,-79
2020-04-01,110574,-90,-39,-79,-79
2020-04-01,110574,-95,-46,-76,-76
2020-04-01,110574,-90,-45,-78,-81
2020-04-01,110574,-91,-47,-66,-74
2020-04-01,110574,-92,-48,-77,-81
2020-04-01,110574,-92,-43,-79,-79
2020-04-01,110574,-90,-35,-75,-76
2020-04-01,110574,-90,-36,-75,-73
2020-04-01,110574,-90,-43,-81,-82
2020-04-01,110574,-88,-43,-78,-75
2020-04-01,110574,-92,-40,-78,-84
2020-04-01,110574,-90,-39,-79,-73
2020-04-01,110574,-89,-42,-77,-71
2020-04-01,110574,-90,-40,-75,-78
2020-04-01,110574,-87,-40,-71,-69
2020-04-01,110574,-91,-45,-76,-78
2020-04-01,110574,-86,-54,-85,-78
2020-04-01,110574,-90,-41,-79,-74
2020-04-01,110574,-90,-41,-70,-68
2020-04-01,110574,-90,-36,-77,-78
2020-04-02,115242,-90,-40,-77,-79
2020-04-02,115242,-89,-39,-77,-79
2020-04-02,115242,-95,-45,-75,-75
2020-04-02,115242,-89,-41,-76,-80
2020-04-02,115242,-90,-42,-63,-75
2020-04-02,115242,-91,-47,-75,-80
2020-04-02,115242,-92,-43,-79,-80
2020-04-02,115242,-90,-35,-75,-76
2020-04-02,115242,-89,-35,-77,-74
2020-04-02,115242,-90,-42,-81,-82
2020-04-02,115242,-88,-42,-78,-76
2020-04-02,115242,-92,-40,-78,-84
2020-04-02,115242,-90,-39,-77,-73
2020-04-02,115242,-89,-41,-76,-71
2020-04-02,115242,-89,-39,-73,-78
2020-04-02,115242,-87,-40,-73,-71
2020-04-02,115242,-91,-46,-79,-80
2020-04-02,115242,-86,-54,-85,-79
2020-04-02,115242,-89,-41,-78,-74
2020-04-02,115242,-90,-41,-69,-67
2020-04-02,115242,-90,-34,-77,-79
2020-04-03,119827,-85,-37,-78,-79
2020-04-03,119827,-83,-35,-80,-82
2020-04-03,119827,-90,-45,-75,-77
2020-04-03,119827,-82,-38,-78,-82
2020-04-03,119827,-82,-38,-66,-76
2020-04-03,119827,-85,-46,-78,-83
2020-04-03,119827,-85,-39,-80,-81
2020-04-03,119827,-85,-29,-78,-78
2020-04-03,119827,-85,-29,-78,-75
2020-04-03,119827,-85,-40,-81,-82
2020-04-03,119827,-82,-39,-75,-76
2020-04-03,119827,-88,-39,-78,-84
2020-04-03,119827,-84,-34,-79,-75
2020-04-03,119827,-81,-34,-78,-73
2020-04-03,119827,-85,-36,-74,-78
2020-04-03,119827,-82,-36,-74,-72
2020-04-03,119827,-85,-43,-80,-82
2020-04-03,119827,-86,-50,-85,-79
2020-04-03,119827,-84,-40,-78,-76
2020-04-03,119827,-84,-38,-70,-70
2020-04-03,119827,-85,-29,-79,-80
2020-04-04,124632,-89,-48,-84,-80
2020-04-04,124632,-88,-43,-86,-86
2020-04-04,124632,-93,-57,-85,-82
2020-04-04,124632,-85,-43,-83,-82
2020-04-04,124632,-85,-45,-76,-79
2020-04-04,124632,-87,-47,-83,-83
2020-04-04,124632,-89,-46,-84,-81
2020-04-04,124632,-90,-42,-85,-81
2020-04-04,124632,-88,-42,-83,-75
2020-04-04,124632,-88,-47,-84,-80
2020-04-04,124632,-87,-49,-86,-78
2020-04-04,124632,-91,-53,-84,-84
2020-04-04,124632,-89,-44,-87,-79
2020-04-04,124632,-86,-42,-81,-74
2020-04-04,124632,-89,-49,-82,-78
2020-04-04,124632,-86,-42,-80,-74
2020-04-04,124632,-87,-48,-84,-80
2020-04-04,124632,-90,-58,-89,-81
2020-04-04,124632,-89,-49,-84,-77
2020-04-04,124632,-89,-44,-78,-74
2020-04-04,124632,-89,-44,-87,-83
2020-04-05,128948,-95,-82,-90,-86
2020-04-05,128948,-95,-79,-90,-89
2020-04-05,128948,-96,-87,-89,-86
2020-04-05,128948,-94,-81,-88,-88
2020-04-05,128948,-93,-79,-78,-83
2020-04-05,128948,-95,-91,-85,-90
2020-04-05,128948,-95,-74,-90,-88
2020-04-05,128948,-96,-93,-88,-87
2020-04-05,128948,-95,-94,-91,-83
2020-04-05,128948,-94,-71,-89,-87
2020-04-05,128948,-94,-78,-91,-84
2020-04-05,128948,-96,-77,-90,-88
2020-04-05,128948,-95,-86,-91,-85
2020-04-05,128948,-94,-81,-84,-81
2020-04-05,128948,-95,-80,-88,-85
2020-04-05,128948,-94,-92,-87,-80
2020-04-05,128948,-96,-93,-91,-89
2020-04-05,128948,-95,-93,-91,-85
2020-04-05,128948,-95,-81,-90,-84
2020-04-05,128948,-95,-86,-86,-80
2020-04-05,128948,-96,-95,-91,-88
2020-04-06,132547,-83,-39,-76,-78
2020-04-06,132547,-81,-35,-77,-81
2020-04-06,132547,-87,-42,-75,-77
2020-04-06,132547,-81,-43,-74,-81
2020-04-06,132547,-81,-43,-63,-75
2020-04-06,132547,-83,-45,-72,-81
2020-04-06,132547,-84,-45,-79,-80
2020-04-06,132547,-82,-32,-74,-76
2020-04-06,132547,-82,-35,-73,-73
2020-04-06,132547,-82,-40,-80,-81
2020-04-06,132547,-79,-42,-77,-74
2020-04-06,132547,-86,-39,-77,-83
2020-04-06,132547,-81,-37,-78,-73
2020-04-06,132547,-80,-40,-72,-70
2020-04-06,132547,-82,-38,-73,-77
2020-04-06,132547,-80,-37,-70,-71
2020-04-06,132547,-82,-44,-77,-80
2020-04-06,132547,-84,-51,-84,-77
2020-04-06,132547,-81,-39,-78,-74
2020-04-06,132547,-81,-38,-66,-69
2020-04-06,132547,-83,-34,-76,-78
2020-04-07,135586,-81,-38,-75,-78
2020-04-07,135586,-80,-34,-75,-80
2020-04-07,135586,-88,-42,-73,-75
2020-04-07,135586,-79,-40,-73,-80
2020-04-07,135586,-79,-41,-59,-74
2020-04-07,135586,-82,-43,-70,-80
2020-04-07,135586,-82,-39,-77,-79
2020-04-07,135586,-81,-33,-73,-75
2020-04-07,135586,-81,-32,-72,-72
2020-04-07,135586,-81,-39,-80,-81
2020-04-07,135586,-79,-40,-75,-75
2020-04-07,135586,-85,-39,-75,-83
2020-04-07,135586,-81,-35,-76,-73
2020-04-07,135586,-78,-39,-70,-70
2020-04-07,135586,-81,-36,-72,-77
2020-04-07,135586,-79,-35,-68,-71
2020-04-07,135586,-81,-44,-75,-79
2020-04-07,135586,-84,-49,-82,-76
2020-04-07,135586,-81,-40,-76,-74
2020-04-07,135586,-80,-36,-66,-68
2020-04-07,135586,-81,-34,-75,-78
2020-04-08,139422,-82,-37,-76,-78
2020-04-08,139422,-80,-32,-77,-80
2020-04-08,139422,-88,-44,-74,-72
2020-04-08,139422,-79,-38,-74,-80
2020-04-08,139422,-79,-37,-61,-72
2020-04-08,139422,-82,-41,-72,-79
2020-04-08,139422,-82,-36,-77,-78
2020-04-08,139422,-81,-31,-74,-75
2020-04-08,139422,-82,-32,-76,-73
2020-04-08,139422,-81,-37,-80,-81
2020-04-08,139422,-80,-40,-78,-75
2020-04-08,139422,-85,-37,-77,-83
2020-04-08,139422,-81,-34,-77,-72
2020-04-08,139422,-77,-32,-73,-67
2020-04-08,139422,-81,-36,-73,-77
2020-04-08,139422,-79,-35,-69,-70
2020-04-08,139422,-81,-41,-76,-78
2020-04-08,139422,-84,-49,-84,-76
2020-04-08,139422,-81,-39,-78,-74
2020-04-08,139422,-81,-36,-68,-67
2020-04-08,139422,-82,-32,-76,-78
2020-04-09,143626,-81,-32,-76,-78
2020-04-09,143626,-79,-27,-76,-79
2020-04-09,143626,-87,-39,-76,-74
2020-04-09,143626,-78,-34,-75,-80
2020-04-09,143626,-78,-32,-59,-72
2020-04-09,143626,-82,-38,-72,-77
2020-04-09,143626,-81,-32,-77,-78
2020-04-09,143626,-81,-28,-74,-75
2020-04-09,143626,-81,-25,-76,-72
2020-04-09,143626,-80,-33,-81,-81
2020-04-09,143626,-79,-36,-77,-74
2020-04-09,143626,-84,-33,-77,-83
2020-04-09,143626,-80,-29,-76,-73
2020-04-09,143626,-78,-32,-75,-68
2020-04-09,143626,-80,-31,-72,-77
2020-04-09,143626,-79,-32,-70,-70
2020-04-09,143626,-80,-37,-76,-78
2020-04-09,143626,-84,-45,-84,-76
2020-04-09,143626,-80,-33,-78,-73
2020-04-09,143626,-80,-30,-70,-67
2020-04-09,143626,-80,-25,-76,-78
2020-04-10,147577,-81,-27,-76,-77
2020-04-10,147577,-80,-22,-78,-81
2020-04-10,147577,-88,-37,-76,-74
2020-04-10,147577,-77,-28,-74,-81
2020-04-10,147577,-77,-24,-63,-71
2020-04-10,147577,-81,-33,-73,-80
2020-04-10,147577,-81,-30,-78,-79
2020-04-10,147577,-80,-20,-77,-76
2020-04-10,147577,-80,-16,-77,-72
2020-04-10,147577,-80,-30,-80,-80
2020-04-10,147577,-77,-29,-73,-73
2020-04-10,147577,-84,-29,-77,-82
2020-04-10,147577,-80,-22,-77,-73
2020-04-10,147577,-77,-24,-74,-67
2020-04-10,147577,-80,-25,-72,-76
2020-04-10,147577,-78,-24,-72,-69
2020-04-10,147577,-80,-32,-76,-79
2020-04-10,147577,-84,-40,-84,-78
2020-04-10,147577,-80,-29,-76,-73
2020-04-10,147577,-80,-24,-68,-67
2020-04-10,147577,-81,-16,-77,-79
2020-04-11,152271,-86,-42,-83,-78
2020-04-11,152271,-85,-38,-84,-84
2020-04-11,152271,-91,-49,-86,-81
2020-04-11,152271,-82,-40,-81,-81
2020-04-11,152271,-82,-41,-73,-75
2020-04-11,152271,-85,-43,-81,-82
2020-04-11,152271,-86,-42,-82,-78
2020-04-11,152271,-87,-38,-84,-79
2020-04-11,152271,-86,-36,-82,-74
2020-04-11,152271,-85,-41,-83,-78
2020-04-11,152271,-84,-43,-86,-76
2020-04-11,152271,-89,-47,-83,-82
2020-04-11,152271,-86,-40,-85,-77
2020-04-11,152271,-83,-39,-78,-71
2020-04-11,152271,-85,-42,-81,-76
2020-04-11,152271,-83,-34,-79,-70
2020-04-11,152271,-83,-41,-82,-79
2020-04-11,152271,-88,-53,-88,-80
2020-04-11,152271,-85,-44,-82,-75
2020-04-11,152271,-86,-39,-76,-71
2020-04-11,152271,-87,-38,-86,-82
